gene_name,log2_mod_coefs,log_fdr_adj_p
Adck2,1.110412509223164,1.7744046305951637
Polr3d,-1.7726569175370848,1.3332838884813105
Ube2g1,1.2123335044132084,1.5246702105114933
Dctn1,-2.269322484417837,1.109645327010415
Lypla2,1.1325972482400382,1.7978084650792079
Spag1,1.4459890158582955,1.5704165124234726
Ythdf3,-1.1984664784763668,1.0662842235266197
Rin2,-1.3628275234093172,1.7934775477152267
Cmc1,2.614278556878492,1.1646122167418242
Magel2,-1.5549888618442427,1.8547509651601246
Mkrn3,-2.335899721489449,1.141502873876873
Brk1,1.7099450886169076,1.1590603253690266
Glb1,-1.671001779171827,1.7860692835722412
Scrn2,3.0088798885119186,1.52059190633772
Rab30,1.846936543016727,2.0470902073540165
Map7d1,-1.2551346095592375,2.637147386426696
Cldn11,1.501030159373246,1.8978570850945542
Cd180,-2.876692438215012,1.8438781303070135
Dzip1,1.9685795639656283,1.3127639712694694
Ctsb,-1.1855063933150156,2.762779803905364
Cpt1b,2.848746211093228,1.2289496144958405
Elovl7,4.556732645701106,1.3072593826667782
Impa1,-1.2572698196953218,3.4567531992804392
Samd4a,-1.0981551551615574,3.0429648628692285
Fbxo8,1.0569313556348636,1.5625052055443498
Cyp39a1,2.4507362944596767,1.0009393990980655
Nr2c2,1.4795320911950145,1.5509060767593106
Tspo,3.579212043082623,1.2237062048230627
Cep44,3.7451486818134696,1.3639675623686816
Stra8,2.7572902771689374,1.1559716772414186
Abcf2,-1.3579032252339316,1.5295182407951184
Lgals3,4.166922777036768,1.0797563022228134
LOC103691744,-3.4481535594371,1.1202740583792157
Dicer1,1.312067928015516,1.3266307244686355
Nfyc,1.6145879585330856,1.014464797323142
Mbnl2,1.5829892563132848,1.6488933829657615
Tmem41b,2.1064528695075686,1.1628206304225932
Dlc1,1.2092907209451413,2.505735245229601
Adamtsl3,2.9757407521272077,1.0943798556007216
Col8a2,2.18415934634342,1.3198362728213282
Nup205,-1.7712210662668046,1.607034087068465
Mrpl57,-1.1917358341548443,1.3836425198768179
Nfe2l3,1.463567914477629,1.1631562718242723
Nek6,1.1623825199169053,1.5963929624450883
Ermp1,1.341377675371212,1.533031161046293
Ywhab,-1.9114699439835097,1.1106436298039912
Cmtm6,2.4437973044272736,2.2530413218854592
Icmt,-1.6347971772216217,1.4835898440065174
Igfbp6,3.5555536866791226,1.5737416106106055
Uba5,2.0478243479849563,1.4234035401326877
AABR07054096.1,1.9396707751981639,1.04701238869688
AABR07063855.1,-1.9803845221476841,1.5112977612493343
Dennd1b,-2.3562861790894973,1.081843289452501
Tjp1,-1.4000512714819466,1.5003045485558895
Arl15,-2.1763448710058864,3.4024053958654594
Adgrf5,1.6763319294155543,1.8489171451034503
AC126641.1,-1.4796251668301832,2.023038906586193
Coq6,1.2166829046774499,1.625903061831664
Wdhd1,3.512540109762683,1.9570885864562195
Fpr1,1.1146589335321329,1.3436225652105405
Sftpc,1.4165582297457613,1.6431079556408457
Farp1,1.6635685426855238,1.1782601836917566
Fam76a,-1.6737979088907837,1.1022537619777382
Sorcs1,1.8971045707948695,1.3055413846275712
Pkn2,-1.3063386759063642,1.1616013773468252
Slc37a4,-1.3751950882855262,1.4692877563809066
Scp2,2.0319976325869473,1.1748990122036174
Osbpl10,1.3931622225121791,1.7062234732319705
Arfgef3,1.5544643169517365,1.0173455704473573
Psmb2,3.4897892118885796,1.0457175072883762
Zc3h12b,1.672571662157677,1.067074856231115
Nln,-1.051734110075072,1.7781643590746734
Mapk1ip1l,1.9118299198132607,1.041367700764818
Dguok,-2.2392895073856676,1.043904045610515
Kcnq2,-1.618969121345036,1.7077363887400137
Xkr6,1.241622186841495,1.1182736758924885
Washc2c,-1.9348886506911838,1.1423076262224374
Rmdn3,-1.6994662867082722,1.8006461919511103
Pum1,1.4240325926754938,2.309216331760053
L3mbtl3,-1.9089910013669897,1.0990785836350794
Dennd4a,1.8877353308909033,1.1623058253652312
Fblim1,1.0907815186582568,1.6477276655761441
Tcea3,2.0510644441386594,1.845883690360806
Krt28,1.3272675566613854,1.2431764745157003
Golga2,1.4747291651683447,1.6121824382266534
RGD1307929,-1.7274354653120587,1.1529225119872213
Plk2,1.55167893864956,1.2027568153970423
Psmc2,-1.4015640885844263,1.0022680330819143
Gucy1b1,1.807818254751945,1.2217928009402925
Abhd14b,1.6109178135836053,1.5598796693005692
Scn4a,1.8199343890549737,1.57027233501555
Ccdc84,1.2741072452816393,2.0383204275575117
Nfatc2,-1.0325504189490824,2.8991522147399342
LOC100294508,1.871121447242037,3.5292601394207788
Tgfbi,2.6303797306116494,2.2959667014698715
Ddx25,-1.3204868461133283,1.1333898296434106
Cnot7,1.9345432175320887,1.1382229356842077
Gucy1a1,-1.4416725095723637,1.1434494076918351
Mybpc3,1.3645638753208214,1.1808736819671843
Slc7a9,3.262518461288623,1.59581101880229
Slc36a1,-2.0121366736985116,1.4124831336890948
Adh6,1.2181212590526094,1.48742029821555
Pxylp1,1.5483163010849372,2.3706984784547886
Shisa2,1.1370625888372463,1.5678144030842465
Ephb2,-1.292012131189787,1.036699324785686
Leprotl1,-1.7471549530856902,1.3605541683638438
Ppt1,1.822739899051203,1.222975383929038
Epor,2.492713661941408,1.68249254380207
Arf4,2.0132060310301627,1.1546120424334374
Ciao1,1.1994807709605955,1.939576590313713
Pomc,2.9103745839261106,1.646780944082296
Chsy1,-1.3827515698466242,1.3342763472507275
Ednra,1.9503042934637473,1.479333705004865
Lrrk1,1.8180883283419116,1.09522904816901
Ankrd12,-1.4502391534107957,1.4483122106462496
Cklf,2.725510893909617,1.106748174674159
Nqo1,2.845975939463008,1.6762156474905507
Ajuba,2.3631176388502064,1.3271722673865087
Wdr61,2.225547681595394,1.1500174742878475
Cnmd,1.7302401713923286,1.9979346974218988
Creb3l2,1.183111290727865,2.430814824911888
Emg1,2.1130763370203343,1.1109826761328692
Slc25a26,1.6086593136159746,3.430618181946852
Tk2,2.5340201001579317,1.0621325578119678
Tti1,2.2480353150890013,1.6881851852494152
Fgl2,1.5162705035442687,1.4142935205760145
Ccdc146,3.137339685252986,1.0001500453826353
Satb1,1.2095787637548645,1.1615723636564397
Tgm2,-1.2108260581100707,1.6186111608182259
Lix1,-1.970138342806779,1.2654005470880705
Nkain3,-1.6346815777452903,2.729925237001268
Pcdh8,-1.469780302852637,1.0900952053472663
Nudt2,-1.713590692382732,1.0922569515457472
Atox1,1.570806898556927,1.546633288770873
Arhgap10,1.0159626141682188,3.9178471411867193
Hmgb2,2.0727125658987102,1.2724556394654414
Ercc3,-1.3128529011906327,1.8670426275715808
Scrg1,1.7859204903116224,1.2961997907475287
Trim24,1.50533651779419,1.2941818966842291
Kcnt2,1.817472513775411,2.095673237841043
Cdh5,-1.731745185930782,1.2485553486491063
Mvd,-2.069202324287554,1.2424142412771917
Tpcn2,1.8044065203719615,1.685789751500236
Sorbs2,1.1064278523167956,2.915419672963906
Pglyrp1,2.1013410265497168,1.1923165685877066
Minar1,2.3580154705153475,1.798187420554697
Atp6v0a4,3.2267924174106897,1.43809060601386
Rsbn1l,1.361672184928247,1.725443666931276
Phtf2,-1.2181427757051875,1.3400282868377922
Stk4,2.588026442638013,1.4787063311978765
Cdh6,-1.823312250676065,1.5864976807294835
Slc6a12,1.0085796895646153,2.030763364487316
Extl3,1.2669390894718906,2.1077261930802855
Tbc1d8,-1.919999776147428,11.846405864654132
Tmem86a,-3.396848903820025,1.1775014411136095
Abhd18,2.1607230202573953,5.504201271750945
Nepro,1.8238237216030095,1.4386334162391858
Exoc5,2.629203365893496,1.1297161884084053
Tp53bp1,-1.6883448171473137,1.5779951526600207
Fam172a,-1.1127100335825035,2.395846915338664
Zmym6,1.736295408261849,1.0151580377233054
Cdca4,2.7850283482260596,1.2853852389077387
Gpat2,1.1093778796192095,1.745727873873465
Dsp,4.020767953122163,1.1460161859511393
Med27,-1.745057216176597,2.1973749133994582
Ankrd34c,1.4142795862232018,2.0969839403195096
Alpl,2.2625459291764933,1.2076187467707238
Il6st,-1.4296887810578212,1.2786898958822066
Ahi1,1.013569617950227,1.5773233640442175
Neto1,-1.7004227791711408,1.1306320111775252
Tbc1d7,2.175400658414848,2.6069201724613693
Matn4,-1.7756892298749754,1.0323956328388504
Rasgrf1,-1.7297103231571216,1.0583354799752238
Esco1,1.8913712971173813,1.2801231813101634
Ptges2,1.473488708154736,3.2732299384891372
Jade1,1.1512740133958397,1.570017073503444
Ecsit,1.6877779688320869,1.034584648198771
Utp6,-1.1040593462098862,3.3237140314763187
Pnoc,1.7004012123657253,3.455976930527362
Zgpat,1.663428370998405,1.023871649558374
AABR07027306.1,1.503727341281382,1.102704023919409
AABR07026291.1,1.0496083370423681,3.4640292341805545
Zfp710,1.9279385027482827,2.0651949862764303
Syt10,2.975446889331288,3.5442796157105003
Extl2,1.3575632434990585,1.5416401153381967
Aamp,-1.905199009729178,1.709206633605215
Lox,-1.3391320128679212,1.6403801053015123
Arntl,1.4872587956063252,1.2891847368916352
Sys1,-1.1562780062962805,1.3651684327782803
Armc8,-1.5017849423287946,1.3913355171859079
AC128859.1,3.0898452084962957,1.2198945587174703
Nedd9,1.414415397299782,1.4347910394014423
Zic1,-1.7392078378844382,1.0574179654407032
Aqp8,1.9094343098870243,2.756122727244045
Kcnd3,-1.2916126663027545,1.0803326012132597
Ric3,1.3339599276411065,1.5528787062272738
Hagh,1.9196179367293296,1.042606362839668
Ppie,2.168826381961766,1.9474326335381869
Wfdc8,2.109870579230791,2.2007844574751503
Pdcd4,-1.765835560707752,1.9801652738114435
Hap1,1.0687399011154388,1.084125647966805
Epc1,-1.5705052220698221,2.633545525738282
Zic4,1.2788277762435163,1.941200487217883
Lats1,1.300415443252922,1.1760864388078296
Ifitm2,2.2108099841741615,1.8648982891892154
Slc11a1,2.306489515720189,1.366164159983455
Pdia3,-1.1816721240532178,1.85487919639902
Naxd,-2.1781873427535428,1.178386508194966
Tjp2,1.480934640448067,2.1487992731558387
Abhd16b,1.7441819999211838,2.626922899356064
Plin1,2.8813801532790015,4.3684543274559156
Gpam,-1.0565439357249988,1.5411539533404433
Sae1,-2.1384220063113824,1.0052982750577766
