gene_name,log2_mod_coefs,log_fdr_adj_p
Alg12,-3.0199917140439303,1.2916784476153536
Pam16,-1.0588158244563808,1.8603123024432804
Traf6,1.5274086486550456,3.1350150677795097
Fzd6,-2.3901016997995987,1.4897194606927275
Prr5l,-1.2094314456645803,1.1955946877029793
Elob,-1.5965334770549922,1.4209715665371634
Papola,-1.3947925035107365,1.7474228433725565
Arid2,1.3962448867486257,2.3685483060534422
Itga4,-1.2179355256022435,1.4754220802364502
Crhr1,2.329658720005617,2.1653665805531728
Slc4a1ap,2.2953162947316343,1.0830512133421046
Dlst,1.0156699885303933,1.553903483838858
Pip4k2c,1.2486721395733804,2.6142393155035113
Sacm1l,1.7760731603242308,1.1631423583084712
Alkal2,-1.6981376854270795,1.037754057011555
Trim44,1.6542239913540047,1.1078211453547886
Tfap4,-2.6046469440279787,1.0513785848853656
Prkaca,1.3416149976503307,1.1953882504183322
Sav1,1.6519887736458705,1.3499373574462414
Sycp3,-1.4315848259360333,1.270519888665435
Tmem128,2.1156190087348126,1.5151263109727904
Pwp1,-1.0376243605271005,2.4183471855334115
Klhl29,1.2814424929624944,2.7723807016541175
Maea,-1.5975664173730997,1.562681396242708
Zhx2,1.779789810405345,1.0068757802141768
Lsm11,1.3028417819288374,1.120837238405557
Slc1a2,1.1892051500458198,2.232813639079151
Pkp4,1.8703677257994231,2.6036523872134585
Arhgef5,1.6457278518335956,3.685075587445755
Ndufa4,-1.2929139526941533,1.2015250557303523
Rhbdl3,-1.2142848591888513,2.525746132578143
Nin,-1.9220875976221665,1.4040747786873997
Lrfn5,1.1152551401782111,1.9491730872015134
LOC100125367,-1.5046552507939541,1.0826005113280495
Zbtb44,-2.0951606464370545,1.071820295954101
Fmc1,-2.265941708910043,1.1616476772256594
AABR07047872.1,1.9509631857639917,5.016749457538658
Grm7,2.2169270366979275,1.447442838494145
Il27ra,-1.4644191216650628,1.0724333593049853
Utp20,1.7283561957074163,1.286090191789613
Pde4b,-1.2237502382831045,1.5303831719069863
Pawr,-3.509064759953118,1.043177674911016
Erich5,2.137515503131265,1.0728803395592748
Eif2ak4,1.9151163834726919,1.1323781224501024
Tubgcp6,-1.6267637471996466,2.207100190513792
Mettl2,-2.674660458056223,1.414373447427802
Arid1a,-1.1873701608086205,1.0968503609538025
Cntn3,1.645667102465628,1.3332661409844953
Dync1h1,1.6806730469078306,1.4643639655006795
Calu,2.325745882842596,1.0915129275665734
Uba3,1.9469634852766196,1.3971191517240045
Pdia4,1.7280304601047998,1.8143702757195257
Papolg,1.9286327962078906,2.48989646438789
Vdac1,1.921974358489777,1.0507374050734257
Zhx1,-1.67116146270866,1.283146987791527
Kcnk16,-2.845796792038205,1.13640222446287
Ero1a,-1.1528919630853798,1.446500599435188
Cdk2,-2.580123795047691,1.0139643956624784
Vezt,1.1130206320941594,1.341180990308783
Klhl15,-4.491403326954526,1.034363336015577
Atl2,1.2922040011069893,1.1286130653696387
Cyfip2,1.251625836793512,2.438399264906907
AABR07060487.1,1.9419862793191092,1.4725252721129387
Yipf6,1.170089742544808,2.879211164260834
Vopp1,1.4023993668154229,1.9643232947590996
Plrg1,2.303338148910402,22.911470313926536
Wdyhv1,1.505000976843937,1.038329148925236
Itga11,-1.855197497425522,1.462049128009939
Laptm4b,-2.9076038769443966,1.8515669399795898
LOC102555183,2.484620023166057,1.0211186810335797
Lrrn1,1.7202743844341142,1.208728176651085
Klrg2,1.6789543780318372,2.415094390077544
Arl6ip5,1.1490179797756406,1.9810256901152046
Efnb1,-2.355272288332997,1.517300212915453
Slc26a3,2.291170280351835,1.001956312275354
Stk32c,1.0200202272183383,1.1768589888717154
Ccnk,-1.099101825718506,2.797797044379049
Galm,2.8161258433885834,1.5878561055058955
Hgf,2.6518185428214522,1.082739778602828
Sorcs2,1.1873708673448968,2.062104093176718
Hipk2,-1.0449163351109105,1.2505804064905708
Tgfbr1,-1.3376291823290751,2.127754946927149
Cfap70,-1.084837746508045,3.2079111549665305
Dhx33,1.662288107274467,1.5285085649665895
Plin2,-1.2991573245028674,1.5016167383435297
Arhgef33,-1.0753123231313442,2.31131581255105
Zfp746,-1.0203844950402543,1.2930439386276777
Gpn2,1.32062221772644,1.1231360728480348
Eva1a,-3.902369825299315,1.0101475867041267
Cln6,1.132624160706592,1.1991507332008193
Mier1,2.089611503742255,1.4001362912639048
Ikzf3,-1.6597312109778624,1.3934589231458794
Oma1,-4.147072175164745,1.06701441163029
Mien1,2.42637562489649,3.816648343477719
Fnbp4,-1.1597065951817789,2.5493008189459925
Ehmt1,-1.962406200638648,1.1720125898639335
Ccdc134,3.820219182802304,1.0019127713265212
C1qtnf6,2.735076313293318,1.1317364846461095
Klrb1b,-1.944569753178559,2.4818694366171554
Idh3b,-1.5227663393314428,1.217888882095856
Ric8b,-1.1889197963245568,1.2900940306657525
Rnf144a,2.1992167554473916,2.459532055491801
Ebf4,-1.8565750197979007,1.7206370819592955
Clp1,-1.6134413388017133,1.1807658403679662
Hrh1,-1.7466434509613087,3.417179386024666
Tmem64,-1.156315035070304,3.786072236017923
Dzank1,1.343328512186835,3.9658757004798497
Evc,-1.4764388333835863,1.7076614092641194
Stau1,1.4881036530060605,1.078185201118665
Bloc1s1,1.3100100696425239,2.5904673369316615
R3hdm2,1.4715312186527236,1.2405334362136964
Slc45a4,1.1827961984578002,1.3584016509958974
Supt4h1,1.1705644252662377,1.050153501731016
Ptk2,1.0864889353490783,1.2429243684849758
Hnrnpm,1.6862840869755749,1.6121841527884753
Naprt,-2.078762662867113,1.3170085454263238
Bcl2l1,1.1220412819053267,2.3142487998743757
Sdhb,1.0435806212415688,1.2056905906684046
Srsf10,-2.0810246866544992,1.5152257246948524
Cdk5,1.6424554776586788,1.1316002941147598
Cinp,-1.3706651879564062,1.028983556248005
Ccne2,1.4579010911895434,1.652168835879456
Cyp11a1,-2.116330927884275,1.2999716728859285
Cdk18,-1.785961359347407,1.2297479614659967
Wnt5b,1.4568791031359531,1.0210872880809072
Slc24a2,-1.63232795381724,1.613281213440775
Sesn3,1.3389827538767032,1.19309642209236
Nppa,-1.4627590532092194,1.5592920985960763
Htra3,-1.0565558467370868,4.080646815943068
Trim47,-1.0744981220664402,2.7595059774528936
Atp6v0e2,1.027078131558419,1.739924659893435
Spink4,-2.0056041240788365,2.3632870167977105
Bag1,-1.2053177741489027,1.9753835739022108
Nle1,-3.1065204736634495,1.3384053099644169
Mpo,-2.5913322138745247,2.101237202396378
Lypla1,-2.0056848346585623,2.3726487174528037
Washc4,-1.0869988599853804,5.183116230535765
Iqch,-1.6596924854566253,6.860961141568614
Dcaf4,-1.10164815009454,1.7760501723814544
Pml,1.2557763744873611,1.2989027819383727
Sec23b,-1.27066271267346,5.23217060874283
Smdt1,-1.1419825263699392,1.6046539734994592
Fut9,1.2444111930487434,1.9287860225953128
Cfap45,-2.7367661500706015,1.6023825263633624
Slc9a9,1.9575817867908207,1.2431015332577895
Rps20,3.1302937333952165,1.5596980943289047
Ica1,-1.1338777556671293,1.6979499549220671
Phip,-1.478303922861214,1.275584104524673
Arhgap21,-1.3112105150082434,1.0706914497980968
Arpc3,1.3144416656490163,1.1364674739473755
RGD1563365,-2.491624336406583,1.4248045479211255
Epx,1.5955943901656906,1.763862448660854
Cops2,1.381407433733029,1.3694616925523895
Grin2b,-2.0876581475153624,1.2596390244986828
Gkn1,-2.418166313561824,1.794362130241464
Prima1,-2.487455338655407,1.4401411112501443
Trim14,-1.4208464781809433,1.5114493645764784
Arhgef12,-1.4836237632716711,1.111392645900095
Ncapd3,-1.7793518672472202,1.327476855943174
Nxph1,-3.2363423992390974,1.2117374988913183
Fgf22,1.3503697245759845,3.03215102969246
Mrpl37,1.0657041727504701,1.154639323081066
Nudt4,1.3573558197393334,4.056205482576997
Jam3,-1.5248768874873282,1.786211075444696
Mipol1,-3.0816582413583546,1.181763776331605
Tmem17,-1.2738258238183169,2.4122867881864485
Fgf14,-1.8649322263880295,1.7197310119387934
Galk2,1.0696774822179163,1.1055407602463136
Slc17a5,2.221863419644735,1.569679644370101
Mapk15,-3.122209468300714,1.3547756751682665
Tbkbp1,-1.5086809167392385,1.3800102522359974
Tacr3,-2.9628016779659068,1.2311263887488133
Nelfb,1.589036173521734,1.4173808358168412
Mapk6,1.66828451317753,1.93727615367849
Ripk2,-1.70623233259406,1.7673288412798698
Kbtbd4,1.4721310216461883,2.3720076721617236
Chn2,1.102053069393983,2.3200625325423325
Ewsr1,1.2073628231452747,2.9405776625267808
Rxra,-1.9577853700481667,2.447883654536168
Mre11,1.791279423338274,1.726736439924115
Akr1b1,-2.377735559838961,1.9518452998730997
Rab11fip2,1.7445125286980467,1.0327297836835316
Erich3,1.254902054300356,13.066792937267168
Pgp,-1.0057881086205893,1.471211702906559
Xpa,1.342191406196291,1.1908850016429091
Bmp4,1.473189454587477,1.6710276401576967
Akap17b,-1.9463591036139276,1.0748430125105786
Efcc1,-1.483132624665859,2.860423290733313
Cnih1,-1.4017064739398946,1.5075391954266952
Tram1l1,2.8454399543940125,1.7283206589860354
Il18,-1.1191663182256193,1.387093936825594
St3gal4,1.0943720876170393,1.5059116187931423
Tgfb3,-1.1427202628861595,1.6976334082334725
Adamts15,2.8724824937547764,1.1569285630034258
Skil,-1.7867575623320686,1.9844283112556944
Cacul1,-1.2967659804231177,1.5760918723417772
Plch1,1.0521631157946665,2.6423701636813455
Akap11,-1.1326228545341195,1.1808091494468382
Cldn10,1.0954718789039763,1.4150900069656678
Eif4b,-1.0397686461544033,1.2400715554346233
Slc27a2,-1.7890496757068315,1.905292817976214
Magel2,-1.386724408682237,1.5619579422414787
Mkrn3,1.2435424282038714,1.141502873876873
Map2k1,-1.3870260540603079,1.228482315352452
Brk1,1.1405800678337494,4.19462404705537
Glrb,1.7652411381330189,1.0677418955159677
Fgd5,1.8416279986147681,1.055943106136275
Enpp5,1.1685937366283154,1.3103450492175719
Cnbp,1.5140363959434722,1.2330971514667735
Slc4a5,-3.5196060849646464,1.7871451866314896
Atxn7l1,2.5374078279928027,1.5722031812137736
Mpp4,-1.0268919446830203,2.0837228329171706
Yipf1,1.4342743093395869,1.2910230117889214
Cyp39a1,-3.2028104752524023,1.0009393990980655
Cryab,1.9966155492047302,1.2109138162527058
Nr2c2,1.3850020393467226,1.5509060767593106
Stra8,1.6296720883937434,1.3305451478222181
Dapp1,-1.92286895461379,2.0287844340471817
Ctnnal1,-1.2261385482640106,1.4575854235402725
Rnf208,-1.8999146966240799,1.2418862787916007
LOC103691744,-3.3147206391781228,1.3077459893330365
Nrgn,1.0269376726644086,1.584469357143705
Dicer1,1.22279163044267,1.5712095988011763
Nfyc,1.125528172019754,1.238131766724543
Mbnl2,1.2353100783400024,2.326278004651433
Twistnb,-1.9767663541148803,2.3902488859592044
Kpna4,-1.7487483042313623,1.8580919409787784
Scg3,1.017704561131276,1.8404040877568728
Dlx6,-1.293584424074417,1.3393793479764666
Nek6,-1.267312446938053,1.847994206709477
Slc7a10,2.048587838122793,1.3188087845898562
Prdx3,2.8680202731376125,1.1623203856885367
Hivep2,1.2834303580489108,1.4381125517205142
Trmt10a,-2.645784343412777,3.432076741575007
AABR07063855.1,1.2640376792206063,1.9750749584922034
Dennd1b,-2.1335104202862003,1.081843289452501
Ssna1,-1.554959265507621,1.015080244173978
Arl15,-2.409264400235244,2.486537918959435
Radx,3.4580748191687145,1.8141212053132956
Adgrf5,1.2358520920920748,3.145603927114235
Pkn2,-1.3883580533322157,1.1616013773468252
Rftn1,-2.031071751850644,3.30393125196136
Psmc3,1.7051224708815083,2.5332997767096828
Smap2,1.0917345885761707,1.2401962040288574
Nkain1,-2.2395079957591495,1.0103545502269933
Ap3m1,-1.0386125493072265,1.3847267206084317
Filip1,-1.0040595197143816,1.2067473706891878
Csad,-2.2135269726279097,1.2962178211823798
Mettl21c,-1.569149410751406,2.5077934486842155
Myo9a,1.3333369717443713,1.4890799099196717
Cct5,1.707481016752648,1.1618468120507959
LOC498933,-1.4888046760602596,2.369214599203031
Sat2,-1.2305137948859093,3.6764139818788966
Got2,1.01358589015437,1.2601470150717495
Cdon,-1.4510433545269945,1.6467943342399136
Zfand4,-2.2642122738230457,1.8436206773087307
C1r,-1.9184962391473337,2.4144763672909875
Ndufs1,-1.4819399830730382,1.3334671328178065
LOC691143,-1.9258688025625696,1.0533241835942635
Trappc4,1.1220011974271087,1.1435938567421244
Plk2,1.6266840076723328,1.4437041171260043
Gin1,-2.2184561561911877,1.6597939950661587
Crtc3,-1.1563770125253767,1.1021118180574174
Krt12,-1.2973701218194744,1.974537295466063
Ubap1,-1.6045789887717998,1.051068474672414
Pinx1,-2.5753889252907154,1.0172865877788098
Lrrc49,1.3572228231405405,1.0876955770640457
Psmc2,1.1617339918990472,1.1860110676450926
Prkcb,1.2144898915829228,1.4264800992365112
Scn4a,1.6558540906194803,1.57027233501555
Ccdc84,1.2579335217115712,1.2229802096521263
Trio,-1.259888723736036,1.9464839275658044
Gpsm2,-1.4448069477845407,1.5061420021163818
Plppr2,2.2335895431735477,2.1074133745420873
Zfyve21,1.5883605754470487,1.7993481608284323
Asah2,1.6457467836674378,5.007466625652068
LOC100294508,1.3410423668069187,5.114912290468399
Dst,-1.6719861307096076,1.1041271156306272
Nthl1,-1.475307941583556,4.986772105132839
Snrnp40,-2.2374819757069035,1.0439925530212568
Skap2,-1.6054652349462688,1.6358537655189753
Peli2,2.5370018788718984,1.1665850621404896
Dbnl,1.3190088864829408,1.6784153541795837
Zbtb38,1.3123896958477315,1.1617279337701967
Dnajc2,-1.3463205920088903,1.015228198259013
Pcbp4,2.4251754041452576,1.082875277643903
S100a1,-1.7514280257324095,1.3114703775801684
Cemip,1.7360451880684333,1.1443140099853688
Tardbp,1.4831311654169552,1.6612016891204822
Zc3h12c,-1.5643812633781045,2.9228110023022507
Cflar,1.4522257725339969,3.995272751940333
Ndrg4,1.7993103492647218,2.1796067128506995
Amph,-1.5009172976569383,2.0539011256633346
Pdk3,1.4865220421244685,2.072796373293545
Arhgef10,-1.8397735244248477,1.182942342093206
Fat2,-3.044141260825774,1.565716038672377
Ccdc141,1.6103927541071958,1.4019075043443372
Swsap1,-2.0738407147650433,1.502729598608701
AABR07065139.1,-3.0085445370801627,1.3810764817674483
Lgals9,2.1477262409936912,1.7613097839347946
Nfya,-2.0091837722084445,1.5017851688934902
Ubac2,-1.299443641209724,1.0140734152024058
Trpc7,-1.9892658356176027,1.0335606136793933
Brf2,-1.0195642367595825,1.5320918187071757
Ddx41,-1.45295679549694,1.651671177042874
Clns1a,-1.7272820146605088,1.0698098278228922
Prkaa1,-1.3046411829548086,2.378534432107841
Ksr1,-1.5841154817157452,1.2847972669511296
Tk2,1.819809542408148,2.691270229779947
Carnmt1,-2.1451558808424447,1.5793328709344947
Fabp3,-1.889461389804133,1.1283942809185301
Maff,-1.5245943547841374,1.1877756152295542
Col9a1,-2.6581576175576287,1.0848466328506443
Casp9,-1.013706648872786,3.659582386136272
Ggcx,-1.1499357424051018,1.8531274493362606
Serinc2,-1.4942941918735828,1.8849818438894186
Csgalnact1,1.4044489477660147,1.3956801082655506
Rgl3,-2.601357205342657,1.6849447984382713
Htr1b,-1.3739344775421132,1.221805460985252
Csnk1e,1.397156690982627,1.4059664592943242
Nkain3,-1.1707623701561456,6.131772450572485
Mier3,-2.2392427087296127,1.5225585837682594
Arhgap10,1.2780240334570836,1.297128103868243
Wnt4,-1.9941931821143426,1.116865679729014
Hmgb2,1.3137316602718316,1.7907845997855165
Traf4,-1.586254026432872,1.2915493661193174
Epha4,1.0603612915981482,1.6622272187164007
Dctd,1.9409540881957807,1.0453983217169658
Scrg1,1.2038858085005248,1.2559979220703592
AABR07027925.1,3.113549268560494,1.0186973908771004
Helz2,-1.4790826052743609,7.154772935224359
Xpo7,1.074501326154775,2.722218407408265
RGD1561916,3.4074719213507323,1.4934150164866864
Cdh5,-1.2742131835693526,1.5867536582508597
Tmem260,-1.8008067588900525,1.8890867104941835
Snapin,1.0004760699632067,1.8403763703112754
Tsg101,1.2524409128897414,1.2625700557092456
Tpcn2,-2.8776110441316853,1.0345409054574048
Yae1,-2.4169360043655486,1.1096655155809496
Ighmbp2,-1.2208471422186944,1.237023133592556
Setx,1.2531507381867077,1.0133292223090393
Crisp3,-1.7659341064719978,1.4980293452779103
Phtf2,-1.0715727197444438,1.7645416326319718
Stk4,1.0107643585448758,3.1336556014385524
Tbc1d8,-2.076088827134056,3.2622539048932344
Tmem86a,-2.466772258391273,4.464476946905683
Siah2,1.706527889767424,3.919415449066442
Herc2,1.3266976216424011,2.62340164927723
Dnai1,-1.7500217407036525,1.8835661676186564
Ube2d3,1.1203147854638307,1.3297761876463947
Tssk5,-1.0623567004981758,1.7798944796834197
Snrnp48,-1.8004284604639555,1.2637364545843903
Folh1,1.6727653767576542,1.3839353772710568
Rnf166,1.4826780391446301,2.1613498086398435
Mfsd1,-1.863174109949983,1.2310220113844856
Exoc5,1.5506256835439762,1.1853035765156852
Zmym6,-1.5685073332946493,2.2788960041480832
Krt40,-4.201477181014504,1.1037636398266752
Cdca4,-3.2271344265636226,1.2853852389077387
Gpat2,-1.0901885515513348,1.3745250857964062
Slc30a7,1.198779507528772,1.394638800724034
Nefm,1.310747131670708,3.602892924408555
Rnf4,1.8809339215818561,1.4498337950641766
Rabl2,2.6346638712560257,1.2558477774931749
Mfsd2a,-1.5659557880377433,1.3714521266168636
Dll4,-1.5821705371757817,2.430999785568197
RGD1304728,-1.218201578683754,1.4141266708953932
Esco1,1.506930716590539,3.8979012072792774
Ptges2,2.486595620478863,1.0102761426642113
Mbnl1,1.0965070766846872,2.013237262775519
Ilf2,-1.376131537270378,4.00853718363773
Rps2,-1.1037393809400855,1.232471879882399
Lig1,1.2374245711676972,2.539503673843927
Utp6,-1.3776271010354242,2.6941223495309026
Zfp710,-2.017515592059747,2.03057513369011
Smim12,-1.8541586598271724,2.0908794453039357
Sympk,-1.2903683367980119,2.1860879977505916
Adgrb2,-1.3771796863671595,1.6040378242682065
Olr1096,-1.2459681976258996,1.0588784061396805
Qrfpr,-1.8274990486135256,1.6082778568035854
Lox,-1.524252370588,1.0837038880351888
Arntl,-1.4248790845765256,1.3919608848492042
Shprh,1.2001333580475766,1.8642565635629187
B3gnt6,1.068783080652008,1.3724016122079377
Slf2,-1.1093890436463794,1.4997671219972017
Zswim6,-1.9805426898912075,1.0956550755500156
Dbndd2,1.0893206977496825,1.1155418298037572
Rpl3l,-1.349962060455099,1.1275306233887554
Zic1,-1.0768845979851216,1.5971163538021793
Aldh7a1,1.612745990230272,2.025341697336499
Zbtb4,1.0874904186971384,1.842227095156132
Ric3,1.4647685807047999,1.516066265439037
Ppie,1.799219127398612,1.9474326335381869
