gene_name,log2_mod_coefs,log_fdr_adj_p
Fgf12,2.313003110682115,1.6885137904492677
Vcsa2,3.0018240855716654,1.6539467645696806
Bmp2k,-1.3544411475488678,1.7159811958758944
Atg3,1.640671326548703,2.8720272697344806
Paics,1.8163990057800905,2.6234144039790976
Lrrc8c,1.983303790375074,1.4254270703405654
Cd200,1.3901353987744312,1.7830139214865162
Pkd2,1.3368208896724945,1.1833109852615493
Gpat3,3.512242668178055,1.2347011814165434
Helq,-1.4725972685074256,2.262021516304947
Srd5a3,2.7467758854573545,1.4202660704978645
Kit,-1.752190476705618,2.291230447670961
Fryl,-2.0867114590470432,2.526536468060855
Kcnj12,3.4992404377277415,1.0594100931351103
Aldh3a2,2.4293725435627302,1.2286384351209088
Rasgef1b,1.3106802762166787,1.3418033488131516
Prkg2,-2.7292851524703567,1.4063463482130125
Eprs,1.6363606649848472,1.3260188634299996
Tmem100,3.035971897359985,1.9201303771041813
Hlf,1.806488570384132,1.522337981414862
Odr4,1.8915713782511339,2.7052226500992207
Mrps14,-1.8149490271887436,1.337030498089951
Ptpn4,-2.0167364082109116,1.3381740644567375
Abat,1.0627458863512345,2.866984824022496
Cluh,-1.4484464772960914,1.6866606038954652
Vps4b,2.1361621206934585,1.0548812709812814
Mettl22,2.458727275857082,1.3784747749969843
Dlg3,1.0717019648386283,5.20197231401819
Aatf,2.587028692191265,1.117242647599345
Kdsr,4.895820364491665,1.1112091088027856
Gdpd2,2.7801602083446824,1.061739369112968
Maoa,-1.0496168020772358,2.193919115204101
Cacna1e,-2.3666194631244486,1.3296836037675699
Rassf6,2.6359339649402496,1.6978527225606566
AABR07065078.1,3.0634203558101785,1.0297641110672116
Guk1,-1.024420853697327,1.2536610950112628
Ren,2.727808102152486,1.5269560862911074
Slc9a3r2,-1.2191452373101883,2.0958379086824888
Timmdc1,3.4988271630643117,1.0352284428579759
AABR07039218.1,-1.6335262353716635,1.0561429889640581
Sqstm1,-2.1277664718104017,1.321552625863931
Ldb2,1.994246374232588,1.938458146767195
Mid1ip1,-1.696118272624515,1.138892077677723
Cacng1,3.9006878259181663,1.7473196285327772
Qdpr,-2.3633060928721763,1.0343682158616445
Flcn,1.1602224262818137,1.4565441245428004
Ogt,1.3706631604937787,1.9561345447118657
